Priority,Business Name,Phone,Category,Rating,Website,Address,Hook,Opener
⚪ STANDARD,Elite Massage,(863) 256-8888,Massage Therapy,4.4★ (113),https://www.elitemassagespatherapyfl.com/,"4525 Florida Ave S STE 8, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Kathleen Animal Hospital,(863) 859-1100,Animal Hospital,4.4★ (456),https://kathleenanimalhospital.com/,"6315 Kathleen Rd bldg 2, Lakeland, FL 33810, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Love An Fluff,(863) 646-5445,Pet Grooming,4.4★ (228),https://lovefluffdog.top/,"2180 E County Rd 540A, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Country Puppy Dog Grooming,(863) 937-9393,Pet Grooming,4.4★ (207),https://dogrb.com/explore/country-puppy-dog-grooming/,"5218 US Hwy 98 N, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Four Paws Only,(863) 667-3113,Pet Grooming,4.4★ (423),https://www.fourpawsonlyfl.com/,"2215 E Edgewood Dr, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,"Peter Kazmier, MD",(863) 680-7214,Sports Medicine,4.4★ (14),https://www.watsonclinic.com/physicians/peter-kazmier.html,"1600 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Advanced Dermatology and Cosmetic Surgery,(863) 647-2333,Dermatologist,4.4★ (764),https://www.advancedderm.com/locations/florida/lakeland/202-lake-miriam-dr-ste-1,"202 Lake Miriam Dr #1, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,"Eye Specialists of Mid Florida, P.A.",(863) 662-3010,Optometrist,4.4★ (97),https://www.eyesfl.com/locations/lakeland-harden/?y_source=1_MTE2MTE0NTAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"3350 Harden Blvd, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,"Dr. Jay Mulaney, MD Central Florida Eye Associates",(863) 686-1010,Eye Doctor,4.4★ (87),http://jaymulaney.com/,"814 Griffin Rd, Lakeland, FL 33805, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Cleveland Heights Pharmacy,(863) 646-5041,Pharmacy,4.4★ (104),https://www.clevelandheightspharmacy.com/,"3405 Cleveland Heights Blvd, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,MD Now Urgent Care - Lakeland,(863) 815-9523,Urgent Care,4.4★ (840),https://www.mymdnow.com/locations/hillsborough/lakeland?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,"3700 US Hwy 98 N Suite 101, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Atala Counseling,(863) 450-3626,Mental Health Counselor,4.4★ (34),https://atalacounseling.com/,"905 S Missouri Ave, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,New Directions Counseling Center LLC,(863) 606-5922,Mental Health Counselor,4.4★ (17),http://www.ndcclakeland.com/,"5121 S Lakeland Dr, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Porter's Sound Counseling,(863) 288-0821,Mental Health Counselor,4.4★ (19),http://porterssound.com/,"50 Lake Morton Dr, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Polaris Medical Group aka Magarino Medical Weight Loss,(863) 688-6051,Weight Loss Clinic,4.4★ (21),http://www.polarismedicalgroup.com/,"1705 Lakeland Hills Blvd Ste 1, Lakeland, FL 33805, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Medi-Weightloss Lakeland,(863) 777-8358,Weight Loss Clinic,4.4★ (19),https://mediweightloss.com/weight-loss-clinic/lakeland/?_ppc=RLTMYKTS5E&utm_source=listings&utm_medium=organic&utm_campaign=listings,"3234 Florida Ave S Suite F, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,"Law Office of Michael S. Farrell, P.A.",(863) 686-8900,Family Lawyer,4.4★ (38),http://www.michaelsfarrelllaw.com/,"206 Easton Dr, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,"Trakas Thornhill, PA",(863) 295-9300,Family Lawyer,4.4★ (54),https://trakasthornhill.com/,"324 W Highland Dr, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Matthew Kaylor,(863) 668-7223,Criminal Lawyer,4.4★ (13),http://www.kaylorlaw.com/,"3001 Bartow Rd, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Lewis Tax & Financial Group,(863) 687-3012,Accountant,4.4★ (7),https://lewistaxfinancial.com/,"Located in, the Gray-Robinson Bldg, 1 Lake Morton Dr, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Swan Business LLC,(863) 800-1112,Bookkeeper,4.4★ (7),http://www.swanbusinesssolutions.com/,"210 Florida Ave S Suite 201, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Insurance World,(863) 647-2255,Auto Insurance,4.4★ (94),https://www.insuranceworldlakeland.com/,"1135 Shepherd Rd, Lakeland, FL 33811, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Family Choice Taxes & Insurance,(863) 940-0981,Tax Service,4.4★ (146),http://www.familychoicetax.com/,"5151 US Hwy 98 N, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Margin Free Liquor 2,(863) 698-7898,Liquor Store,4.4★ (255),http://www.marginfreeliquor.com/,"700 E Memorial Blvd, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,CPD Wine & Liquor,(863) 274-6317,Liquor Store,4.4★ (281),http://cpdwineliquor.com/,"5100 US Hwy 98 N Suite #3, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Petsense,(863) 940-2611,Pet Store,4.4★ (113),http://www.petsense.com/,"5291 US Hwy 98 S, Lakeland, FL 33812, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Oh My Dog! Pet Store,(863) 345-1220,Pet Store,4.4★ (63),https://omdpetstore.com/,"6315 Kathleen Rd bldg 2, Lakeland, FL 33810, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Lakeland Antique Mall,(863) 603-3917,Thrift Store,4.4★ (3045),https://antiqueslakeland.com/,"4985 US Hwy 98 N, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,ComputerEdgge,(863) 413-1400,Cell Phone Repair,4.4★ (31),http://www.computeredgge.com/,"2929 Florida Ave S, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Kane's Furniture - Lakeland,(863) 816-9300,Furniture Store,4.4★ (1315),http://www.kanesfurniture.com/,"4685 US Hwy 98 N, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Bealls Florida,(863) 859-2037,Clothing Store,4.4★ (1009),https://stores.beallsflorida.com/fl/lakeland/4275-us-hwy-98-north,"4275 US Hwy 98 N, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Bealls Florida,(863) 648-1608,Clothing Store,4.4★ (749),https://stores.beallsflorida.com/fl/lakeland/3565-lakeland-highlands-rd.,"3565 Lakeland Highlands Rd, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Krishna Grocery,(863) 510-0200,Grocery Store,4.4★ (186),https://m.facebook.com/krishnaindianspicesandgrocieries/,"1551 S Combee Rd, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Dollar General,(863) 345-1325,Convenience Store,4.4★ (36),https://www.dollargeneral.com/store-directory/fl/lakeland/22148,"1210 E Orange St, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,All A Bloom Florist and Gifts (24/7),(813) 567-5735,Florist,4.4★ (78),http://www.allabloomtampa.com/,"116 N Collins St, Plant City, FL 33563, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Kid's Choice Academy Learning Center,(863) 940-9000,Daycare,4.4★ (13),http://kidschoice863.wixsite.com/childcare,"1804 Richmond Rd, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Bright Imaginations Kiddie College,(863) 647-5437,Child Care,4.4★ (30),http://bright-imaginations.com/,"6075 Florida Ave S, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,"Custom Print Shop, Inc.",(863) 668-5692,Printing Service,4.4★ (41),https://custompackaginglab.com/,"1017 S Combee Rd, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Office Depot,(863) 687-2810,Printing Service,4.4★ (314),https://www.officedepot.com/storelocator/fl/lakeland/office-depot-2363?utm_source=google&utm_medium=organic&utm_campaign=gmb_2363_website_retail,"2527 Florida Ave S, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,The Venue on Ingraham Avenue,(863) 272-7292,Event Venue,4.4★ (27),https://www.honeybook.com/widget/eezy_peezy_party_planning_174183/cf_id/601a41b780d436592964e33c?fs=e&s=cl,"630 N Ingraham Ave, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Lanier Funeral And Cremation Services,(863) 687-3996,Funeral Home,4.4★ (27),http://www.lanier.care/,"717 Griffin Rd, Lakeland, FL 33805, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Lakes Church,(863) 682-0163,Church,4.4★ (85),http://golakeschurch.com/,"1010 E Memorial Blvd, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Regal Cleaners,(863) 644-9954,Dry Cleaner,4.4★ (238),https://regalcleanerslakeland.com/,"3234 Florida Ave S, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,The Emporium Lakeland Piercing & Tattoo,(863) 937-9235,Tattoo Shop,4.4★ (158),http://www.emporiumlakeland.com/,"4035 Florida Ave S, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Mind Your Manners Canine Training- Dog Training and Boarding-Family Owned,(863) 500-7869,Dog Training,4.4★ (76),http://www.mindyourmannersfl.com/,"7955 Indian Heights Dr, Lakeland, FL 33810, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Champions Mixed Martial Arts,(863) 440-1785,Martial Arts,4.4★ (74),http://www.championsmma.tv,"8220 US Hwy 98 N, Lakeland, FL 33810, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Lakeland Auto Driving School,(863) 647-1357,Driving School,4.4★ (36),http://www.lakelandautodrivingschool.net/,"4406 Florida Ave S Suite #22C, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Lakeland Tree Service,(863) 397-4855,Tree Trimming,4.4★ (15),https://www.treeservicelakelandfl.com/,"438 Olinda Ct, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Johnsons Gate Openers,(863) 797-4817,Fence Repair,4.4★ (43),https://www.johnsonsgateopeners.com/,"5325 US Hwy 98 N, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Mr. Appliance of Winter Haven,(863) 845-1307,Washer Dryer Repair,4.4★ (116),https://www.mrappliance.com/winter-haven/?cid=LSTL_MRA-US000194&utm_source=gmb&utm_campaign=local&utm_medium=organic,"199 Avenue B NW Ste 205, Winter Haven, FL 33881, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Teppan Express,(863) 859-7160,Chinese Restaurant,4.4★ (84),https://www.teppanexpresslakeland.com/,"3800 US-98, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Wakame Japanese and Thai Cuisine,(863) 875-2088,Japanese Restaurant,4.4★ (231),https://www.wakamejapanesethai.com/,"875 FL-559, Auburndale, FL 33823, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Chick-fil-A,(863) 859-4444,Fast Food,4.4★ (832),https://www.chick-fil-a.com/locations/fl/lakeland-square?utm_source=yext&utm_medium=link,"3800 US Hwy 98 N Suite 692, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Fontaine Gills Family YMCA,(863) 267-9622,Gym,4.4★ (366),https://www.ymcawcf.org/find-your-y/fgy,"2125 Sleepy Hill Rd, Lakeland, FL 33810, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,OPA Behavioral Health,(407) 851-5121,Mental Health Counselor,4.4★ (76),https://opabh.com/?utm_source=Google&utm_medium=Organic&utm_campaign=GMB_Click&utm_term=Lakeland_Florida_33805,"1500 Lakeland Hills Blvd #2, Lakeland, FL 33805, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Hilltop Liquor and Tobacco,(863) 858-3635,Liquor Store,4.4★ (111),http://www.hilltopliquorfl.com/,"615 W Daughtery Rd, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,HomeGoods,(863) 619-5630,Furniture Store,4.4★ (580),http://www.homegoods.com/,"4747 Florida Ave S, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,bealls,(863) 616-1022,Clothing Store,4.4★ (472),https://stores.bealls.com/fl/lakeland/3159-us-highway-98-n,"3159 US Hwy 98 N, Lakeland, FL 33805, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Rising Little Stars Academy,(863) 940-2178,Daycare,4.4★ (31),https://lw-academy.com/RLS/,"1533 Kennedy Blvd, Lakeland, FL 33810, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Space Shop Self Storage,(689) 444-5034,Storage Facility,4.4★ (7),https://www.spaceshopselfstorage.com/locations/florida/lakeland/space-shop-self-storage-highway-98-lakeland/,"5844 US Hwy 98 N, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Pep Boys Auto Service & Tires,(863) 225-1636,Oil Change,4.4★ (763),https://www.pepboys.com/stores/fl/lakeland/6820-s-florida-avenue?Cid=gbp_appt_AN:PB%7CPB:G%7CTT:GBP%7CCG:CONVERSION%7CCD:SERVICE,"6820 Florida Ave S, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Auto Evolution Repair,(863) 816-6848,Auto Electric,4.4★ (35),http://autoevolutionrepair.com/,"3512 Century Blvd, Lakeland, FL 33811, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,La Granja,(863) 603-8313,Mexican Restaurant,4.4★ (271),https://lagranjarestaurants.com/,"3919 FL-37, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Tijuana Flats,(863) 937-9155,Mexican Restaurant,4.4★ (919),https://order.tijuanaflats.com/menu/tijuana-flats-lakeland,"4796 Florida Ave S, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Coast Dental,(863) 644-1226,Orthodontist,4.4★ (686),https://www.coastdental.com/dentist-office/lakeland-fl-33813?utm_source=gmb&utm_medium=organic,"4744 Florida Ave S, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Sport Clips Haircuts of South Florida Ave. and Polk Pkwy.,(863) 619-2800,Men'S Haircuts,4.4★ (443),https://sportclips.com/us-fl-lakeland-fl601?utm_source=google&utm_medium=link&utm_campaign=gbp&utm_content=soci,"3615 Florida Ave S #1330, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Dr. Marlen Leon,(863) 644-6455,Eye Doctor,4.4★ (134),https://www.lakelandeyedoctors.com/doctors/marlen-leon-md/,"4708 Florida Ave S, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Merchants Walk,(833) 800-4343,Shoe Store,4.4★ (2922),https://www.kimcorealty.com/properties/merchants-walk/101230/view,"3615 Florida Ave S, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Chevron/Lucky Market,(863) 644-1977,Convenience Store,4.4★ (108),https://www.chevronwithtechron.com/station,"3510 Cleveland Heights Blvd, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,C and V Concrete Work Inc.,(863) 594-6785,Concrete Contractor,4.4★ (9),https://sites.google.com/view/candvconcreteworkcompany/home,"4218 Misty Way, Auburndale, FL 33823, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Polk City Ace Hardware,(863) 984-1541,Hardware Store,4.4★ (454),http://www.acehardware.com/store-details/07037?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=07037,"211 Commonwealth Ave N, Polk City, FL 33868, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Adult Education-West Area Adult School,(863) 499-2700,Tutoring,4.4★ (36),http://www.westareaadult.com/,"3225 Winter Lake Rd, Lakeland, FL 33803, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,Webb's Signs and Graphics,(863) 606-8409,Printing Service,4.4★ (16),http://www.webbssigns.com/,"1620 S Combee Rd, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,"Medina Law Group, P.A.",(863) 682-9730,Real Estate Lawyer,4.4★ (8),https://www.medinapa.com/,"425 Florida Ave S Suite 101, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,And Services,(863) 617-7272,Air Conditioning,4.4★ (797),https://www.andservices.com/air-conditioning/lakeland-ac-repair/?v=lakeland,"2020 S Combee Rd #12, Lakeland, FL 33801, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,The Honey Baked Ham Company,(863) 648-0708,Deli,4.4★ (272),https://honeybaked.com/stores/1551?utm_source=gmb&utm_medium=google&utm_campaign=honeybakedham_soci&utm_id=SOCi,"5615 Florida Ave S Suite 113, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,TLC Pets,(863) 648-0600,Pet Grooming,4.4★ (86),https://rymaps.org/business/tlc-pets-3riayv,"2815 Shepherd Rd, Lakeland, FL 33811, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,"Tribute Realty, LLC",(863) 450-2910,Real Estate Agent,4.4★ (29),http://www.tributerealty.com/,"4947 Southfork Dr, Lakeland, FL 33813, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
⚪ STANDARD,R F Lusa & Sons Sheet Metal,(863) 682-0798,Metal Roofing,4.5★ (21),http://rflusa.com/,"1724 Fairbanks St, Lakeland, FL 33805, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
🟢 WARM,Absolute Termite and Pests LLC,(863) 800-9618,Pest Control,4.5★ (73),http://www.absolutetermiteandpestsllc.com/,"1215 Baker Dr, Lakeland, FL 33810, USA","TOP RATED (4.5★, 73 reviews) — premium listing","You're one of the top-rated pest controls in Lakeland (4.5★, 73 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,LawnStarter - Lakeland,(863) 695-2349,Lawn Care,4.5★ (113),https://www.lawnstarter.com/lakeland-fl-lawn-care,"1522 E Main St, Lakeland, FL 33801, USA","TOP RATED (4.5★, 113 reviews) — premium listing","You're one of the top-rated lawn cares in Lakeland (4.5★, 113 reviews). We'd love to feature you prominently on our directory."
⚪ STANDARD,Kyle Fox's Pro Cut Lawn Care Service,(863) 825-6977,Lawn Care,4.5★ (39),https://kylefoxlawn.com/,"5712 Lakebreeze Ave, Lakeland, FL 33809, USA",Directory listing awareness,"I'm calling from Lakeland Local, a new business directory for the area. We've already listed your business and wanted to let you know — you can claim your listing for free."
🟢 WARM,Lyons Family Tree Care,(863) 267-5032,Tree Trimming,4.5★ (81),http://www.lyonsfamilytreecare.com/,"8819 Park-Byrd Rd, Lakeland, FL 33810, USA","TOP RATED (4.5★, 81 reviews) — premium listing","You're one of the top-rated tree trimmings in Lakeland (4.5★, 81 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Overhead Door Company of Polk County,(863) 665-1856,Garage Door Repair,4.5★ (87),http://www.ohdpolk.com/,"3412 Reynolds Rd, Lakeland, FL 33803, USA","TOP RATED (4.5★, 87 reviews) — premium listing","You're one of the top-rated garage door repairs in Lakeland (4.5★, 87 reviews). We'd love to feature you prominently on our directory."
🟢 WARM,Kristi's Pool Service,(863) 815-1464,Pool Service,4.5★ (97),http://kristispoolservice.com/?utm_source=gbp&utm_medium=organic&utm_campaign=GoogleBusinessProfile,"8625 Tomkow Rd, Lakeland, FL 33809, USA","TOP RATED (4.5★, 97 reviews) — premium listing","You're one of the top-rated pool services in Lakeland (4.5★, 97 reviews). We'd love to feature you prominently on our directory."
