name,address,category,phone,website,rating,total_ratings,lat,lng,types,hours,place_id
Sora Eatery,"3900 Don Emerson Dr STE 201, 2nd Floor, Lakeland, FL 33811, USA",Restaurant,(863) 337-5587,https://soraeatery.com/,4.5,137,27.9942962,-82.0143397,"establishment,food,point_of_interest,restaurant","[""Monday: 9:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Tuesday: 11:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20094:30\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20093:00\u202fPM, 5:00\u2009\u2013\u20098:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Sunday: 9:00\u202fAM\u2009\u2013\u20093:00\u202fPM""]",ChIJTVWkLaI53YgRJLdDS9WFH1M
Lakeland Treats and Trinkets,"270 E Bay St suite 2150, Lakeland, FL 33801, USA",Restaurant,(863) 662-6637,https://lakelandtreatsandtrinkets.com/,4.8,14,28.0469902,-81.95548459999999,"establishment,food,point_of_interest,restaurant","[""Monday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Sunday: 10:00\u202fAM\u2009\u2013\u20099:00\u202fPM""]",ChIJN5xG7s853YgRj1xdJMBV3iw
Hakuchō,"207 E Main St, Lakeland, FL 33801, USA",Restaurant,(863) 624-3849,http://hakuchofl.com/,4.5,187,28.044028,-81.95589300000002,"establishment,food,point_of_interest,restaurant","[""Monday: Closed"", ""Tuesday: 5:00\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 5:00\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 5:00\u2009\u2013\u20099:00\u202fPM"", ""Friday: 5:00\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 5:00\u2009\u2013\u200910:00\u202fPM"", ""Sunday: Closed""]",ChIJ8aN6RQA53YgRAw97yIlx0Ao
Good Thyme,"1037 Dixieland Mall Ln, Lakeland, FL 33803, USA",Restaurant,(863) 603-8296,http://goodthymelkld.com/,4.5,199,28.0300981,-81.9577418,"establishment,food,point_of_interest,restaurant","[""Monday: 7:30\u202fAM\u2009\u2013\u20092:30\u202fPM"", ""Tuesday: 7:30\u202fAM\u2009\u2013\u20092:30\u202fPM"", ""Wednesday: 7:30\u202fAM\u2009\u2013\u20092:30\u202fPM"", ""Thursday: 7:30\u202fAM\u2009\u2013\u20092:30\u202fPM"", ""Friday: 7:30\u202fAM\u2009\u2013\u20092:30\u202fPM"", ""Saturday: 7:30\u202fAM\u2009\u2013\u20092:30\u202fPM"", ""Sunday: Closed""]",ChIJoX8m31I53YgRKXb5c8KNzdk
Reececliff Family Diner,"940 Florida Ave S, Lakeland, FL 33803, USA",Restaurant,(863) 686-6661,http://www.reececliff.com/,4.2,1850,28.0319889,-81.9568869,"establishment,food,point_of_interest,restaurant","[""Monday: 7:30\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Tuesday: 7:30\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Wednesday: 7:30\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Thursday: 7:30\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Friday: 7:30\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Saturday: 7:30\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Sunday: 8:00\u202fAM\u2009\u2013\u20092:00\u202fPM""]",ChIJmdxoUsw43YgRX5_XWyTEF20
La Gran Muralla,"2810 Lakeland Highlands Rd, Lakeland, FL 33803, USA",Restaurant,(863) 608-8639,https://lagranmurallafl.kwickmenu.com/,4.2,316,28.010553,-81.9225719,"bar,establishment,food,night_club,point_of_interest","[""Monday: Closed"", ""Tuesday: Closed"", ""Wednesday: 4:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Thursday: 4:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Friday: 4:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Saturday: 4:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Sunday: 4:00\u202fPM\u2009\u2013\u200912:00\u202fAM""]",ChIJwZf_Wh4_3YgRtoBlK0mR0-w
Texas Cattle Company,"735 E Main St, Lakeland, FL 33801, USA",Restaurant,(863) 686-1434,http://www.texascattlecompany.net/,4.3,4879,28.0439879,-81.9494132,"establishment,food,point_of_interest,restaurant","[""Monday: 4:00\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 4:00\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 4:00\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 4:00\u2009\u2013\u20099:00\u202fPM"", ""Friday: 4:00\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 4:00\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 4:00\u2009\u2013\u20099:00\u202fPM""]",ChIJ-9rcuEs_3YgRTFBbewoLJjk
Ford's Garage Lakeland,"879 Lakeland Park Center Dr, Lakeland, FL 33809, USA",Restaurant,(863) 337-3673,https://www.fordsgarageusa.com/locations/lakeland/,4.5,7459,28.0887474,-81.9671293,"bar,establishment,food,point_of_interest,restaurant","[""Monday: 11:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 11:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 11:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 11:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 11:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Saturday: 11:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Sunday: 11:00\u202fAM\u2009\u2013\u200910:00\u202fPM""]",ChIJ-cp7kjhH3YgRTKN1kERlObA
Garden Bistro,"702 E Orange St, Lakeland, FL 33801, USA",Restaurant,(863) 686-3332,http://www.gardenbistrofl.com/,4.6,433,28.0423911,-81.95074149999999,"establishment,food,point_of_interest,restaurant","[""Monday: Closed"", ""Tuesday: 11:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Wednesday: 11:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Thursday: 11:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Friday: 11:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Saturday: 9:30\u202fAM\u2009\u2013\u20092:30\u202fPM"", ""Sunday: 9:30\u202fAM\u2009\u2013\u20092:30\u202fPM""]",ChIJz2vpXko_3YgRTd6ScupL6LY
Vasco Sixty-One,"215 E Main St, Lakeland, FL 33801, USA",Bar,(863) 688-1961,https://www.nineteen61.com/,4.7,135,28.0438372,-81.9555704,"bar,establishment,point_of_interest","[""Monday: 4:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Tuesday: 4:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Wednesday: 4:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Thursday: 4:00\u202fPM\u2009\u2013\u20091:00\u202fAM"", ""Friday: 4:00\u202fPM\u2009\u2013\u20091:00\u202fAM"", ""Saturday: 3:00\u202fPM\u2009\u2013\u20091:00\u202fAM"", ""Sunday: 3:00\u2009\u2013\u200911:00\u202fPM""]",ChIJe5CzSwA53YgREVAry5zFKzM
Revival,"119 S Kentucky Ave, Lakeland, FL 33801, USA",Bar,(863) 606-6090,http://revivallakeland.com/,4.8,767,28.0434069,-81.9552988,"bar,establishment,night_club,point_of_interest","[""Monday: 1:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Tuesday: 1:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Wednesday: 1:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Thursday: 1:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Friday: 12:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Saturday: 12:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Sunday: 3:00\u202fPM\u2009\u2013\u200912:00\u202fAM""]",ChIJrcyv1ZI53YgR3AoCzIoI7tE
Eala’s Speakeasy,"130 S Kentucky Ave, Lakeland, FL 33801, USA",Bar,,,5,2,28.0430765,-81.9548757,"bar,establishment,point_of_interest",,ChIJa1CVZQA53YgReRP-iE1LBmc
Molly McHugh's Irish Pub,"111 S Kentucky Ave, Lakeland, FL 33801, USA",Bar,(863) 686-6231,https://molly-mchugh-s-irish-pub.ueniweb.com/?utm_campaign=gmb,4.5,883,28.0435695,-81.9553914,"bar,establishment,point_of_interest","[""Monday: 12:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Tuesday: 12:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Wednesday: 12:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Thursday: 12:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Friday: 12:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Saturday: 12:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Sunday: 12:00\u202fPM\u2009\u2013\u20092:00\u202fAM""]",ChIJFYWg5LQ43YgRyw-k9PckjOU
The Dram House Liquor & Lounge,"3234 Florida Ave S, Lakeland, FL 33803, USA",Bar,(407) 412-0199,https://www.thedramhouselakeland.com/,4.8,54,28.0050175,-81.9564929,"bar,establishment,point_of_interest","[""Monday: Closed"", ""Tuesday: 4:00\u2009\u2013\u200911:00\u202fPM"", ""Wednesday: 4:00\u2009\u2013\u200911:00\u202fPM"", ""Thursday: 4:00\u2009\u2013\u200911:00\u202fPM"", ""Friday: 2:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Saturday: 2:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Sunday: 4:00\u2009\u2013\u200910:00\u202fPM""]",ChIJkTOTPnk53YgRgjMhO05Kj14
Rooftop Garden Bar,"Bonnet Springs Park, Lakeland, FL 33815, USA",Bar,,,4.4,38,28.0501598,-81.9672463,"bar,establishment,point_of_interest","[""Monday: 12:00\u2009\u2013\u20097:00\u202fPM"", ""Tuesday: 12:00\u2009\u2013\u20097:00\u202fPM"", ""Wednesday: 12:00\u2009\u2013\u20097:00\u202fPM"", ""Thursday: 12:00\u2009\u2013\u20097:00\u202fPM"", ""Friday: 12:00\u2009\u2013\u20097:00\u202fPM"", ""Saturday: 12:00\u2009\u2013\u20097:00\u202fPM"", ""Sunday: 12:00\u2009\u2013\u20097:00\u202fPM""]",ChIJT0x5PyA53YgRv2bdaB4nRGU
Cob & Pen,"1221 Florida Ave S, Lakeland, FL 33803, USA",Bar,(863) 937-8126,https://www.cobandpenlakeland.com/,4.5,1024,28.0269166,-81.9572869,"bar,establishment,point_of_interest","[""Monday: 11:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Tuesday: 11:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Wednesday: 11:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Thursday: 11:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Friday: 11:00\u202fAM\u2009\u2013\u200912:00\u202fAM"", ""Saturday: 11:00\u202fAM\u2009\u2013\u200912:00\u202fAM"", ""Sunday: 11:00\u202fAM\u2009\u2013\u200911:00\u202fPM""]",ChIJuTUhR9I43YgRPFCJxh9xAYs
Lakeland Loft,"108 S Tennessee Ave, Lakeland, FL 33801, USA",Bar,(863) 210-5327,,4.8,763,28.0438644,-81.9560174,"bar,establishment,food,night_club,point_of_interest","[""Monday: 4:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Tuesday: 4:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Wednesday: 4:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Thursday: 4:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Friday: 4:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Saturday: 4:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Sunday: Closed""]",ChIJi09a-LQ43YgR0qS4qcI_CYc
Lucky 7 Lounge & Latin Bistro,"3120 Florida Ave S #101, Lakeland, FL 33803, USA",Bar,(407) 308-8030,,4.4,68,28.0062542,-81.9566516,"bar,establishment,food,night_club,point_of_interest","[""Monday: Closed"", ""Tuesday: Closed"", ""Wednesday: Closed"", ""Thursday: 8:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Friday: 8:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Saturday: 8:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Sunday: Closed""]",ChIJdaP8nmE53YgRDmKVPPy4hXY
Rec Room,"202 N Massachusetts Ave, Lakeland, FL 33801, USA",Bar,(863) 213-4073,https://www.recroomlkld.com/,4.3,335,28.0452611,-81.9544466,"bar,establishment,point_of_interest","[""Monday: 4:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Tuesday: 4:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Wednesday: 4:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Thursday: 4:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Friday: 4:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Saturday: 11:00\u202fAM\u2009\u2013\u20092:00\u202fAM"", ""Sunday: 11:00\u202fAM\u2009\u2013\u20092:00\u202fAM""]",ChIJ8zexsxA53YgRcbLOdDQLBwQ
The Terrace Hotel By Hilton Lakeland,"329 E Main St, Lakeland, FL 33801, USA",Bar,,,5,2,28.0439321,-81.95446179999999,"bar,establishment,point_of_interest",,ChIJFfdFMAA53YgRHKztE9U-1hI
Linksters Tap Room - Lakeland,"209 E Main St, Lakeland, FL 33801, USA",Bar,(863) 683-7195,https://paddywagonirishpub.com/,4.5,470,28.0438791,-81.95577949999999,"bar,establishment,point_of_interest","[""Monday: 12:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Tuesday: 12:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Wednesday: 12:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Thursday: 12:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Friday: 12:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Saturday: 12:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Sunday: 12:00\u202fPM\u2009\u2013\u20092:00\u202fAM""]",ChIJ76lq-rQ43YgRsfbBUshuVtc
The Brass Tap,"1515 Town Center Dr G-102, Lakeland, FL 33803, USA",Bar,(863) 680-9994,https://www.brasstapbeerbar.com/lakeland,4.5,789,28.0008531,-81.9803056,"bar,establishment,food,point_of_interest,restaurant","[""Monday: 12:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Tuesday: 12:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Wednesday: 12:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Thursday: 12:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Friday: 12:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Saturday: 12:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Sunday: 12:00\u202fPM\u2009\u2013\u200912:00\u202fAM""]",ChIJ_w0pGBQ53YgRHqUxvwbkZ0Y
Miller's Ale House,"901 Lakeland Park Center Dr, Lakeland, FL 33809, USA",Bar,(352) 254-8598,https://millersalehouse.com/locations/lakeland-north/,4.7,2518,28.0883754,-81.96810959999999,"bar,establishment,food,meal_takeaway,point_of_interest","[""Monday: 11:00\u202fAM\u2009\u2013\u200912:00\u202fAM"", ""Tuesday: 11:00\u202fAM\u2009\u2013\u200912:00\u202fAM"", ""Wednesday: 11:00\u202fAM\u2009\u2013\u200912:00\u202fAM"", ""Thursday: 11:00\u202fAM\u2009\u2013\u200912:00\u202fAM"", ""Friday: 11:00\u202fAM\u2009\u2013\u20091:00\u202fAM"", ""Saturday: 11:00\u202fAM\u2009\u2013\u20091:00\u202fAM"", ""Sunday: 11:00\u202fAM\u2009\u2013\u200912:00\u202fAM""]",ChIJV4kCCyxH3YgRzb7o2Zrtwzs
Food + Beer - Florida Sports Bar,"3615 Florida Ave S #1350, Lakeland, FL 33803, USA",Bar,(863) 535-0820,https://eatfooddrinkbeer.com/,4.5,804,27.9985105,-81.9586197,"bar,establishment,food,point_of_interest,restaurant","[""Monday: 11:00\u202fAM\u2009\u2013\u20091:00\u202fAM"", ""Tuesday: 11:00\u202fAM\u2009\u2013\u20091:00\u202fAM"", ""Wednesday: 11:00\u202fAM\u2009\u2013\u20091:00\u202fAM"", ""Thursday: 11:00\u202fAM\u2009\u2013\u20091:00\u202fAM"", ""Friday: 11:00\u202fAM\u2009\u2013\u20092:00\u202fAM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20092:00\u202fAM"", ""Sunday: 10:00\u202fAM\u2009\u2013\u20091:00\u202fAM""]",ChIJty6hmDk53YgR87V0XRLd7iU
The Pink Piano - Live Music Tuesday thru Saturday,"1015 Florida Ave S, Lakeland, FL 33803, USA",Bar,(863) 430-5771,http://www.thepinkpiano.club/,4.5,259,28.0307476,-81.95733659999999,"bar,establishment,food,night_club,point_of_interest","[""Monday: Closed"", ""Tuesday: 7:30\u202fPM\u2009\u2013\u20091:30\u202fAM"", ""Wednesday: 7:30\u202fPM\u2009\u2013\u20091:30\u202fAM"", ""Thursday: 7:30\u202fPM\u2009\u2013\u20091:30\u202fAM"", ""Friday: 7:30\u202fPM\u2009\u2013\u20091:30\u202fAM"", ""Saturday: 7:30\u202fPM\u2009\u2013\u20091:30\u202fAM"", ""Sunday: Closed""]",ChIJ1xZvuc043YgRgGOBH-546t8
Rogue Coffee,"307 W Main St, Lakeland, FL 33815, USA",Cafe,(863) 333-4568,,4.8,113,28.0442352,-81.9595726,"cafe,establishment,food,point_of_interest,store","[""Monday: 7:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Sunday: 9:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",ChIJbWnt7-A53YgRNj4v3rHzv80
Mitchell's Coffee House,"235 N Kentucky Ave, Lakeland, FL 33801, USA",Cafe,(863) 680-2944,http://mitchellscoffee.com/,4.6,715,28.0463483,-81.95503889999999,"cafe,establishment,food,point_of_interest,store","[""Monday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: Closed""]",ChIJLSTzYLM43YgRhK0Rt3APkhc
Pressed Books & Coffee,"213 E Bay St, Lakeland, FL 33801, USA",Cafe,(863) 603-3166,http://pressedbooksandcoffee.com/,4.8,178,28.0467094,-81.9555807,"book_store,cafe,establishment,food,point_of_interest","[""Monday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: Closed""]",ChIJ0U8dBeI53YgRFkPuZhARCwQ
Hillcrest Coffee,"119 Hillcrest St, Lakeland, FL 33815, USA",Cafe,(863) 398-9155,http://hillcrestcoffeefl.com/,4.8,577,28.0356098,-81.9579411,"cafe,establishment,food,point_of_interest,store","[""Monday: 8:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20094:00\u202fPM, 6:30\u2009\u2013\u20099:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20092:00\u202fPM"", ""Sunday: Closed""]",ChIJ6fOa7ss43YgR_vVxNMuOImE
Foxtail Coffee,"322 Kathleen Rd, Lakeland, FL 33815, USA",Cafe,(863) 603-0009,https://www.foxtailcoffee.com/locations/foxtail-coffee-kathleen-road%2C-fl,4.4,97,28.0472531,-81.96338089999999,"cafe,establishment,food,point_of_interest,store","[""Monday: 6:30\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 6:30\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 6:30\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 6:30\u202fAM\u2009\u2013\u20099:00\u202fPM"", ""Friday: 6:30\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 6:30\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 6:30\u202fAM\u2009\u2013\u20099:00\u202fPM""]",ChIJw6-5fgA53YgRohpL7JdXqqs
Sweet Cup Cafe,"1401 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Cafe,(863) 603-8464,https://m.facebook.com/Sweet-Cup-Cafe-107638904406632/,4.7,535,28.0625759,-81.95306599999999,"cafe,establishment,food,point_of_interest","[""Monday: 8:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: 8:00\u202fAM\u2009\u2013\u20093:00\u202fPM""]",ChIJlW_GUE8_3YgRHvprsJjpI_0
Rooted Lakeland,"5327 Florida Ave S, Lakeland, FL 33813, USA",Cafe,(863) 254-1860,,4.7,166,27.969515,-81.9642664,"cafe,establishment,food,point_of_interest,restaurant","[""Monday: 7:30\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 7:30\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 7:30\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 7:30\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 7:30\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20093:00\u202fPM"", ""Sunday: Closed""]",ChIJUcmL-s473YgR58APY9rh0L0
Black & Brew,"100 Lake Morton Dr, Lakeland, FL 33801, USA",Cafe,(863) 500-9500,http://www.blackandbrew.com/,4.8,652,28.0375359,-81.9492497,"cafe,establishment,food,point_of_interest,store","[""Monday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: 10:30\u202fAM\u2009\u2013\u20095:00\u202fPM""]",ChIJ7fuTjEA_3YgRkvoq54JP5-0
Black & Brew,"4209 Florida Ave S, Lakeland, FL 33813, USA",Cafe,(863) 250-8554,http://blackandbrew.com/,4.7,646,27.9892863,-81.9572572,"cafe,establishment,food,point_of_interest","[""Monday: 7:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u20097:00\u202fPM""]",ChIJMws_cBQ53YgRk0afD9StYrU
Concord Coffee,"1037 Florida Ave S #135, Lakeland, FL 33803, USA",Cafe,,http://www.concordcoffee.com/,4.7,601,28.0300404,-81.95755299999999,"cafe,establishment,food,point_of_interest,store","[""Monday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: 7:00\u202fAM\u2009\u2013\u20095:00\u202fPM""]",ChIJz-iQk8043YgRkQds-iv5Ysk
Divicious Deli & Coffee Shop,"128 E Main St, Lakeland, FL 33801, USA",Cafe,(863) 940-9779,https://www.diviciousdeli.com/,4.7,765,28.0442444,-81.9563358,"establishment,food,point_of_interest,restaurant",,ChIJP2dVWLQ43YgR2IrhtdLyH9c
Jona Bells Cafe,"3135 Knights Station Rd, Lakeland, FL 33810, USA",Cafe,(863) 255-5555,https://jonabells.com/,4.7,275,28.0808234,-82.0105267,"cafe,establishment,food,point_of_interest","[""Monday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20096:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Sunday: 10:00\u202fAM\u2009\u2013\u20096:00\u202fPM""]",ChIJP1jlCVVH3YgRTxIEwImfoQc
