name,address,category,phone,website,rating,total_ratings,lat,lng,types,place_id
Harvest Meat Market,"4441 Kathleen Rd, Lakeland, FL 33810, USA",Supermarket,(863) 859-2333,http://www.harvestbeef.com/,4.6,895,28.097957,-82.007288,"establishment,food,grocery_or_supermarket,point_of_interest,store",ChIJA57zs8pH3YgRVNhXbWw9-Sw
Dollar General Market,"6525 N Socrum Loop Rd, Lakeland, FL 33809, USA",Supermarket,(863) 274-1020,https://www.dollargeneral.com/store-directory/fl/lakeland/9829,4.3,1037,28.1266339,-81.94521290000002,"convenience_store,drugstore,establishment,food,grocery_or_supermarket",ChIJIVpwNzFB3YgRNJHPC-PeDXA
DG Market,"2690 Skyview Dr, Lakeland, FL 33801, USA",Supermarket,(863) 315-8660,https://www.dollargeneral.com/store-directory/fl/lakeland/30039,3.5,21,28.0262424,-81.9054483,"convenience_store,drugstore,establishment,food,grocery_or_supermarket",ChIJf4PbGDc_3YgRsfC19sJGANU
ALDI,"4745 US Hwy 98 N, Lakeland, FL 33809, USA",Supermarket,(855) 955-2534,https://www.aldi.us/stores/l/fl/lakeland/4745-us-hwy-98-north/l685,4.5,2711,28.103446,-81.972858,"establishment,food,grocery_or_supermarket,point_of_interest,store",ChIJ01MWTCJH3YgRUH8dfxvgHfs
Great USA Food Mart LLC,"337 Bartow Rd, Lakeland, FL 33801, USA",Convenience Store,(863) 683-7900,,4,8,28.0408367,-81.9438637,"convenience_store,establishment,food,grocery_or_supermarket,liquor_store",ChIJN6qYE0g_3YgRs9_C4NYZ71A
Fast Stop Food Stores,"820 E Memorial Blvd, Lakeland, FL 33801, USA",Convenience Store,(863) 413-1907,,4.4,324,28.0553993,-81.9484579,"establishment,point_of_interest,store",ChIJE-XG21M_3YgRH639-9Hg3mg
76 Downtown In and Out,"825 Florida Ave S, Lakeland, FL 33801, USA",Convenience Store,(863) 937-5760,https://www.76.com/station/U76-WORLD-FUEL-SERVICES-INC-0000912138/,4.8,60,28.0344766,-81.95751059999999,"establishment,gas_station,point_of_interest",ChIJ47ls3vU53YgRkk0MEECaJ_M
Aladdin Market,"825 Florida Ave S, Lakeland, FL 33801, USA",Convenience Store,(863) 937-5760,https://www.facebook.com/groups/120662396584665/,4.3,16,28.0344766,-81.95751059999999,"establishment,gas_station,point_of_interest",ChIJT1pmU2ET3YgRVJu_DfuXidk
7-Eleven,"851 Florida Ave S, Lakeland, FL 33801, USA",Convenience Store,(863) 738-8696,https://www.7-eleven.com/locations/fl/lakeland/851-s-florida-ave-35052?utm_source=G&utm_medium=local&utm_campaign=google-local,3.7,96,28.0337018,-81.95740239999999,"cafe,convenience_store,establishment,food,liquor_store",ChIJC9mRbMw43YgRlVEc9da3FNs
CRAZY BY RASEL - Drive Thru Convenience Open 24 Hours,"1515 S Combee Rd, Lakeland, FL 33801, USA",Convenience Store,(863) 450-4859,,4.3,24,28.0240138,-81.9083911,"convenience_store,establishment,food,point_of_interest,store",ChIJFYqfZ6g_3YgRqCeodTfQQMk
Express Food Mart,"2104 Colonial Ave, Lakeland, FL 33801, USA",Convenience Store,(863) 669-0092,,4.8,30,28.0394331,-81.9199859,"convenience_store,establishment,food,point_of_interest,store",ChIJFxXAvHI_3YgRI5SWW2I7ZX4
Gold Star Discount Convenience and beauty supply,"451 S Central Ave, Lakeland, FL 33815, USA",Convenience Store,(863) 225-5750,,2.5,8,28.038794,-81.9739113,"convenience_store,establishment,food,point_of_interest,store",ChIJk94-SsA43YgRnMBegyIIV3o
Super Stop 3,"2103 S Lincoln Ave, Lakeland, FL 33803, USA",Convenience Store,(863) 683-9673,,3.5,11,28.0184285,-81.9656991,"convenience_store,establishment,food,point_of_interest,store",ChIJR92sctg43YgRp7BQEi617iI
Circle K,"1410 N Florida Ave, Lakeland, FL 33805, USA",Convenience Store,(863) 413-0207,https://www.circlek.com/store-locator/US/lakeland/1410-n-florida-ave/2709829?utm_source=google&utm_medium=local&utm_campaign=google-local,3,111,28.0629279,-81.9579162,"convenience_store,establishment,food,point_of_interest,store",ChIJzx14Tao43YgR34ksOJYPQ70
Coastal Mart,"2121 US-98, Lakeland, FL 33805, USA",Convenience Store,,,4,8,28.0722756,-81.95768319999999,"convenience_store,establishment,food,gas_station,point_of_interest",ChIJzZxZylNH3YgRWXfVhHDOdCo
Lucky Food Mart,"1940 E Main St, Lakeland, FL 33801, USA",Convenience Store,(863) 940-4087,,3.4,5,28.0462428,-81.924601,"convenience_store,establishment,food,point_of_interest,store",ChIJld75-xg_3YgRT2lg5keG5jo
7-Eleven,"316 E Memorial Blvd, Lakeland, FL 33801, USA",Convenience Store,(863) 944-6302,https://www.7-eleven.com/locations/fl/lakeland/316-e-memorial-blvd-38578?utm_source=G&utm_medium=local&utm_campaign=google-local,2.7,129,28.0552777,-81.9544941,"cafe,convenience_store,establishment,food,liquor_store",ChIJdzjF-FI53YgRrxkXG6uJ2eE
Five Points Food Mart,"117 Lake Beulah Dr, Lakeland, FL 33815, USA",Convenience Store,(863) 603-0100,,4.5,6,28.0424139,-81.9684121,"establishment,gas_station,point_of_interest",ChIJXTgKv7g43YgRD9z3zBQUj7I
INDO FOODMART,"1144 E Memorial Blvd, Lakeland, FL 33801, USA",Convenience Store,(863) 688-0707,http://www.citgo.com/,2.9,7,28.0554639,-81.9412383,"convenience_store,establishment,food,gas_station,point_of_interest",ChIJUe8eyfo_3YgRvxdhRCcKY1M
Sunny's Discount Beverages,"1531 W Memorial Blvd, Lakeland, FL 33815, USA",Convenience Store,(863) 682-0545,,4.5,2,28.055211,-81.979647,"convenience_store,establishment,food,point_of_interest,store",ChIJEZuilpk43YgRat7WcjgbE8A
Dollar General,"1210 E Orange St, Lakeland, FL 33801, USA",Convenience Store,(863) 345-1325,https://www.dollargeneral.com/store-directory/fl/lakeland/22148,4.4,36,28.0420731,-81.9405661,"convenience_store,drugstore,establishment,food,grocery_or_supermarket",ChIJA_492Ww_3YgRJd6or8469vk
Nicks Food Mart,"1219 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Convenience Store,(863) 686-0506,,5,1,28.0594142,-81.9528905,"atm,convenience_store,establishment,finance,food",ChIJcWjPyFQ_3YgRkLj3M4xYEvw
Flowers By Edith,"229 Florida Ave S, Lakeland, FL 33801, USA",Florist,(863) 686-1134,https://www.flowersbyedith.com/?srccode=gmb,4.5,222,28.0418373,-81.95742059999999,"establishment,florist,point_of_interest,store",ChIJ9Yng-Zo53YgRLv_LgNdOL9I
Bloom Shakalaka,"214 Traders Alley, Lakeland, FL 33801, USA",Florist,(863) 417-3007,https://bloomshakalaka.com/,4.9,61,28.0464728,-81.9556155,"establishment,florist,point_of_interest,store",ChIJe36gXvI_3YgRfQZPMSM6mlU
Bradley Flower Shop,"925 E Parker St, Lakeland, FL 33801, USA",Florist,(863) 682-6859,https://www.bradleyflowershoplakeland.com/,4.5,130,28.0510482,-81.9458236,"establishment,florist,point_of_interest,store",ChIJSVdtKU4_3YgR0fOqZ6DYBVM
Flower Cart Florist,"1125 Lakeland Hills Blvd, Lakeland, FL 33805, USA",Florist,(863) 687-1783,http://www.shopthecart.com/,4.7,102,28.0579028,-81.9528151,"establishment,florist,home_goods_store,point_of_interest,store",ChIJL1_tqFQ_3YgRi-QvT-SUdBc
Mildred's Florist,"5504 US Hwy 98 N, Lakeland, FL 33809, USA",Florist,(863) 858-2219,http://www.floristlakelandfl.com/,4.7,159,28.1136286,-81.973995,"establishment,florist,point_of_interest,store",ChIJ78nGt99G3YgR9hxcYxECjok
Lakeland Flowers,"5505 US Hwy 98 N, Lakeland, FL 33809, USA",Florist,(863) 646-9352,https://www.flowershopoflakeland.com/,4.2,54,28.1136575,-81.9734497,"establishment,florist,point_of_interest,store",ChIJja5pqe473YgR6-IU06qQV7Y
Mrs D's Flower Shop Inc,"2116 S Crystal Lake Dr, Lakeland, FL 33801, USA",Florist,(863) 665-1011,http://www.mrsdsflowershop.com/,4,126,28.0245048,-81.918827,"establishment,florist,point_of_interest,store",ChIJ7f24GwU_3YgR_KF-Zg3bf1s
Cottage Florist & Antiques,"4204 Florida Ave S # I, Lakeland, FL 33813, USA",Florist,(863) 647-5200,http://cottageflorist.com/,4,65,27.9893111,-81.9560486,"establishment,florist,point_of_interest,store",ChIJ63sJdUs53YgRtF_cH5HBNyw
Spoto's Flowers & Gifts,"3503 Cleveland Heights Blvd, Lakeland, FL 33803, USA",Florist,(863) 688-9500,https://www.spotosflowers.com/,3.4,27,28.0007039,-81.94902770000002,"establishment,florist,funeral_home,point_of_interest,store",ChIJZWcsPsw-3YgRmHShw1jiq74
Gibsonia Flowers,"935 Gibsonia-Galloway Rd, Lakeland, FL 33809, USA",Florist,(863) 858-5314,https://www.gibsoniaflowershop.com/,3.8,86,28.1136383,-81.9732756,"establishment,florist,point_of_interest,store",ChIJ5erjrt9G3YgRjS2fCmznP7g
Austin's Backyard Garden,"949 Florida Ave S, Lakeland, FL 33803, USA",Florist,(863) 279-6765,http://instagram.com/backyardgarden.austin?igshid=YmMyMTA2M2Y=,5,34,28.0315641,-81.95735979999999,"establishment,point_of_interest,store",ChIJN_D8KD853YgRVIYNwSqJT6g
Sam's Club Floral,"3530 Lakeland Highlands Rd, Lakeland, FL 33803, USA",Florist,(863) 644-4730,https://www.samsclub.com/club/4794-lakeland-fl?FLO=aL,5,2,27.9980202,-81.9219911,"establishment,florist,point_of_interest,store",ChIJ-4-DC-4-3YgRZM7Opj2ccjM
Doss Flowers & Gift Shop (24/7),"111 W Badcock Blvd, Mulberry, FL 33860, USA",Florist,(863) 345-0111,http://www.dossflowers.com/,4.7,82,27.8959014,-81.9740628,"establishment,florist,point_of_interest,store",ChIJ-baQSkc73YgRF0T2EnDWDvc
Hollis Garden,"702 E Orange St, Lakeland, FL 33801, USA",Florist,(863) 834-2280,https://www.lakelandgov.net/departments/parks-recreation-and-cultural-arts/hollis-garden/,4.8,2727,28.042094,-81.9509456,"establishment,park,point_of_interest,tourist_attraction",ChIJe6kX8Eo_3YgRPvSEViOOqrk
Posh Petals,"106 NE Drane St #1, Plant City, FL 33563, USA",Florist,(813) 717-7674,http://www.shopposhpetals.com/,5,305,28.0158882,-82.12301610000002,"establishment,florist,point_of_interest,store",ChIJ3YxvBd033YgRrZ8hu5YJElI
The House of Flowers,"821 Berkley Rd, Auburndale, FL 33823, USA",Florist,(863) 967-3471,http://www.auburndaleflowers33823.com/,4.7,124,28.0683651,-81.8177791,"establishment,florist,point_of_interest,store",ChIJ7__vEiZr3YgRzu2xDrl7GpA
hauteairdesign,"211 E Main St, Lakeland, FL 33801, USA",Florist,(863) 999-4983,https://www.hauteairdesign.com/,5,43,28.0438366,-81.95569770000002,"establishment,point_of_interest",ChIJCbUqMfw53YgRvHlQ_y2rAco
Botanica Saint Francis,"1539 W Memorial Blvd, Lakeland, FL 33815, USA",Florist,(863) 606-6008,http://www.botanicasaintfrancis.com/,4.8,125,28.05522,-81.97983459999999,"establishment,point_of_interest,store",ChIJWbpnI4XDwogRsFsQITA5lDs
All A Bloom Florist and Gifts (24/7),"116 N Collins St, Plant City, FL 33563, USA",Florist,(813) 567-5735,http://www.allabloomtampa.com/,4.4,78,28.0161167,-82.1232522,"establishment,florist,point_of_interest,store",ChIJCdjzRIM23YgRDJmODTu_D2s
Baskets Instead,"1809 Richmond Rd, Lakeland, FL 33803, USA",Florist,(863) 687-9465,https://basketsinstead.net/,5,12,28.0214351,-81.92304299999999,"establishment,point_of_interest,store",ChIJf6HRqys53YgRODW0oRmDtH0
The Green House,"110 Easton Dr, Lakeland, FL 33803, USA",Flower Shop,(863) 683-9176,http://thegreenhousegardenshoppe.com/,4.7,63,28.014484,-81.95657969999999,"establishment,point_of_interest",ChIJN7pDVCo53YgRkeAkiZ8fODM
Goldflower Cannabis Dispensary Lakeland,"3962 US Hwy 98 N, Lakeland, FL 33809, USA",Flower Shop,(863) 250-5870,https://www.goldflowerfl.com/,5,726,28.0932288,-81.97471999999999,"establishment,point_of_interest,store",ChIJ23Gy5nhH3YgR8TTXE0OXs7g
The Bookish Flower Bookstore,"213 Frank Lloyd Wright Way, Lakeland, FL 33803, USA",Flower Shop,,,0,0,28.0330396,-81.9556838,"book_store,establishment,point_of_interest,store",ChIJl1DfK0c53YgRhcBNFXh9S6c
Top Tier Kids Academy,"1825 N Crystal Lake Dr, Lakeland, FL 33801, USA",Daycare,(813) 395-9774,http://toptierkidsacademy.com/,4.9,11,28.025729,-81.92607199999999,"establishment,point_of_interest",ChIJh_s5u-4_3YgREtVrBWjqjcg
Early Childhood Learning Center,"1703 Skinner St, Lakeland, FL 33801, USA",Daycare,(863) 687-0070,http://polkids.com/,4.6,20,28.0280135,-81.9302876,"establishment,point_of_interest,school",ChIJO9BPkxc_3YgRuqVAFQ74j_8
Alta Schoolhouse,"220 Carleton St, Lakeland, FL 33803, USA",Daycare,(863) 777-2341,http://altaschoolhouse.com/,4.9,70,28.0047575,-81.95407209999999,"establishment,point_of_interest,school",ChIJfc6ASUw53YgRy1pexL-jh_4
Creative Minds Academy,"1802 Crystal Lake Dr, Lakeland, FL 33801, USA",Daycare,(863) 682-8882,https://www.creativemindsacademyllc.com/,4.6,23,28.026111,-81.9281968,"establishment,point_of_interest",ChIJzxaRxRk_3YgR4TepA3aeqVA
Creative Minds Learning,"3108 Atlantic Ave, Lakeland, FL 33803, USA",Daycare,(863) 665-8882,https://www.creativemindsacademyllc.com/,0,0,28.0075119,-81.90602659999999,"establishment,point_of_interest",ChIJ0Q6vl1Y-3YgR_ttoA9GfJPg
Star Achievers Learning Center,"850 N Lake Ave, Lakeland, FL 33801, USA",Daycare,(863) 683-7393,,5,7,28.0530853,-81.9491882,"establishment,point_of_interest",ChIJO_x-FVI_3YgRj43y2fmsYmY
Bright Imaginations Learning Centers,"3915 Old Rd 37, Lakeland, FL 33813, USA",Daycare,(863) 701-0331,http://bright-imaginations.com/,4.5,24,27.993291,-81.9611852,"establishment,point_of_interest,school",ChIJ05IzIqk53YgR3fpeCC1yyF8
The Nest Schools Lakeland,"745 Lake Miriam Dr, Lakeland, FL 33813, USA",Daycare,(863) 238-2998,https://thenestschool.com/locations/lakeland/,4.3,66,27.9744432,-81.95165109999999,"establishment,point_of_interest,school",ChIJO8RFO3E_3YgRG_1IV8y28qM
La Petite Academy of Lakeland,"1940 Glendale St, Lakeland, FL 33803, USA",Daycare,(877) 271-6466,https://www.lapetite.com/your-local-school/lakeland-fl-7376/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=7376,3.7,61,28.0081231,-81.9252595,"establishment,health,point_of_interest,school",ChIJuZT7FeQ-3YgRanLsEHaNyoI
God Little Helpers,"1641 E Memorial Blvd, Lakeland, FL 33801, USA",Daycare,(863) 682-0830,https://rymap.org/business/god-little-helpers-q4vqhi,4.6,11,28.0522402,-81.9304933,"establishment,point_of_interest",ChIJp68zlGc_3YgRrPRZGPFihZU
My Little House Learning Center,"1006 S Combee Rd, Lakeland, FL 33801, USA",Daycare,(863) 450-4404,,5,4,28.0317468,-81.90754439999999,"establishment,point_of_interest",ChIJlekFk-s_3YgRIp_gUoKY760
Early Learning Coalition of Polk County,"115 S Missouri Ave Suite 201, Lakeland, FL 33815, USA",Daycare,(863) 577-2450,http://www.elcpolk.org/,4.1,79,28.0436472,-81.958918,"establishment,point_of_interest",ChIJK3YAgLY43YgRuBpjasDbmGo
Little Footsteps Academy Center LLC,"4718 Old Rd 37, Lakeland, FL 33813, USA",Daycare,(863) 646-8400,http://littlefootstepslakeland.com/,4,92,27.9802566,-81.9588836,"establishment,point_of_interest,school",ChIJlz_5JVI53YgRyflA31oohKQ
Kid's Choice Academy Learning Center,"1804 Richmond Rd, Lakeland, FL 33803, USA",Daycare,(863) 940-9000,http://kidschoice863.wixsite.com/childcare,4.4,13,28.0213388,-81.9224905,"establishment,point_of_interest",ChIJmzy-1ZU53YgRvsP1NSLDwB4
"Little Royals, PPEC","912 E Parker St, Lakeland, FL 33801, USA",Daycare,(941) 324-6524,https://www.littleroyalsppec.com/,5,4,28.0514306,-81.9468266,"establishment,health,hospital,point_of_interest",ChIJ39OX1hA_3YgRElh_xu_-GXo
Dawson's Learning Academy,"905 E Parker St, Lakeland, FL 33801, USA",Daycare,(863) 816-3081,https://www.dawsonslearning.com/,4.2,5,28.0511918,-81.94682449999999,"establishment,point_of_interest",ChIJixWXnHQ_3YgRU6EnPCrtpKo
Little Tristan Treehouse Preschool,"606 Rockingham Rd, Lakeland, FL 33809, USA",Daycare,(863) 937-3759,http://littletristantreehouse.com/,5,3,28.0926734,-81.9642422,"establishment,point_of_interest",ChIJT0eqI0A53YgRIm6ocL3ZwtE
"First Steps Education Lakeland, LLC","1712 W Chase St, Lakeland, FL 33815, USA",Daycare,(863) 683-3629,https://firststepseducation.com/,3.1,19,28.043765,-81.98243719999999,"establishment,point_of_interest,school",ChIJ5TzlE5M43YgR7QG9EeOM3Uo
Miss Adele's Learning Center,"1804 Richmond Rd, Lakeland, FL 33803, USA",Daycare,(863) 682-3531,https://www.missadeles.com/,3.7,28,28.0213627,-81.9225404,"establishment,point_of_interest,school",ChIJXa0BZBs_3YgRUamAZY-OeBU
Sisters Learning Enrichment,"850 N Lake Ave, Lakeland, FL 33801, USA",Daycare,(863) 683-7393,,5,2,28.053015,-81.949231,"establishment,point_of_interest",ChIJO_x-FVI_3YgRmdeYhaqTS-o
Creative Minds Early Learning Academy,"1315 W 14th St, Lakeland, FL 33805, USA",Child Care,(863) 603-8880,https://www.creativemindsacademy.com/,5,2,28.0661118,-81.97647640000001,"establishment,point_of_interest",ChIJ3xlHUyFH3YgRw4zb00q_AdQ
Bright Imaginations Kiddie College,"6075 Florida Ave S, Lakeland, FL 33813, USA",Child Care,(863) 647-5437,http://bright-imaginations.com/,4.4,30,27.955719,-81.9704993,"establishment,point_of_interest,school",ChIJVVVFN-k73YgRtIeYdd5hkz4
Covenant Child Development Center,"210 Poppell Dr, Lakeland, FL 33813, USA",Child Care,(863) 646-6531,https://www.covenantcdc.org/,5,18,27.9931892,-81.9546974,"establishment,point_of_interest,school",ChIJ6er-oko53YgRiXeXfb_KIOs
Little Wonders Academy,"5100 US Hwy 98 N #10, Lakeland, FL 33809, USA",Child Care,(863) 606-1382,https://lw-academy.com/admission.html,4.3,30,28.1081873,-81.974724,"establishment,point_of_interest",ChIJ9SHDBvdH3YgRa2PDf1gvsIM
Little Shepherds Preschool,"175 Lake Hollingsworth Dr, Lakeland, FL 33801, USA",Preschool,(863) 616-9196,https://littleshepherds.fpclakeland.org/,5,3,28.0279767,-81.9377585,"establishment,point_of_interest,school",ChIJQbklTzs_3YgR0AqYbDzOmXs
Little Sprouts Preschool,"926 S Tennessee Ave, Lakeland, FL 33803, USA",Preschool,(863) 937-8420,http://www.littlesproutspreschool.net/,4.2,9,28.0322642,-81.9558175,"establishment,point_of_interest,school",ChIJ4SUQ-sw43YgRhY6l3RUQ-Z8
FWC Preschool,"1350 E Main St, Lakeland, FL 33801, USA",Preschool,(863) 343-3910,https://fwclakeland.org/fwcpreschool,5,7,28.0448363,-81.93747499999999,"establishment,point_of_interest,school",ChIJF8jDPWw_3YgRVDdVLKqoXVc
Montessori Preschool of Lakeland,"334 Doris Dr, Lakeland, FL 33813, USA",Preschool,(863) 647-5728,,5,4,27.9887396,-81.96073729999999,"establishment,point_of_interest,school",ChIJLVUixIIQ3YgRLl5b1oqZlWI
Hadley's Early Education Preschool,"1020 N Kentucky Ave, Lakeland, FL 33805, USA",Preschool,(863) 688-0952,https://www.had2inspire.com/,3.9,14,28.0558822,-81.95563849999999,"establishment,point_of_interest,school",ChIJp8sl8Kw43YgRmdU1NjxlI1s
Bliss Preschool,"3034 Atlantic Ave, Lakeland, FL 33803, USA",Preschool,(863) 937-8264,http://www.blisspreschool.com/,4.7,59,28.0082934,-81.9068708,"establishment,point_of_interest,school",ChIJN2_dwps_3YgRQc010ruUdrM
Destined for Greatness Preschool,"2605 Sunshine Dr S, Lakeland, FL 33801, USA",Preschool,(863) 937-6931,,5,3,28.029924,-81.9075585,"establishment,point_of_interest,school",ChIJkcsUGac_3YgRVJhp1nbYDLw
Beacon Hill Preschool VPK and School-Age Center,"801 W Beacon Rd, Lakeland, FL 33803, USA",Preschool,(863) 682-7910,https://www.facebook.com/BeaconHillPreschool/,3.7,19,28.0188447,-81.96563069999999,"establishment,point_of_interest,school",ChIJozHMatg43YgR8Mw3umaF-Jk
Kid's Town Preschool,"333 Griffin Ave, Lakeland, FL 33801, USA",Preschool,(863) 665-5161,,3.2,11,28.0408354,-81.9118204,"establishment,point_of_interest,school",ChIJLdvMp3U_3YgRTW7PbZALKek
Polk County Preschool Programs,"3425 New Jersey Rd, Lakeland, FL 33803, USA",Preschool,(863) 648-3051,,3.1,16,28.0005808,-81.9356854,"establishment,point_of_interest,school",ChIJXXkco8M-3YgRB1PVKTMNjyw
Learning Resource Center of Polk,"1628 Florida Ave S, Lakeland, FL 33803, USA",Tutoring,(863) 688-9477,http://www.lrcpolk.com/,4.2,13,28.022943,-81.95676660000001,"establishment,point_of_interest",ChIJV5aOh9M43YgRivZnnNd99Es
GradePower Learning Lakeland,"4525 Florida Ave S suite 19, Lakeland, FL 33813, USA",Tutoring,(863) 349-3391,https://gradepowerlearning.com/locations/lakeland-tutoring/,5,13,27.9824451,-81.9588514,"establishment,point_of_interest",ChIJS6uzVOo53YgRsZMI9neHQBY
Sylvan Learning of South Lakeland,"3730 Cleveland Heights Blvd STE 3, Lakeland, FL 33803, USA",Tutoring,(863) 588-0007,https://www.sylvanlearning.com/locations/us/fl/lakeland-tutoring/south-lakeland?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=607,4.6,30,27.9957165,-81.94835780000001,"establishment,point_of_interest",ChIJD7k50tJA3YgRJWcMCQxRLKw
Huntington Learning Center Lakeland South,"6655 Florida Ave S, Lakeland, FL 33813, USA",Tutoring,(863) 709-9600,https://huntingtonhelps.com/locations/lakeland-south-fl?utm_medium=organic&utm_campaign=localmaps,4.9,47,27.9435708,-81.974171,"establishment,point_of_interest",ChIJ06WglJU73YgRYatNmFd-yV8
Mathnasium,"4758 Florida Ave S, Lakeland, FL 33813, USA",Tutoring,(863) 602-6050,https://www.mathnasium.com/math-centers/lakelandhighlands?utm_source=Google+&utm_medium=Listing&utm_campaign=Google+Business+Profile,4.9,56,27.9772041,-81.95625629999999,"establishment,point_of_interest",ChIJvTB3tVM53YgRo63Xx52fVrY
Lakeland Scholars Academy & Tutoring LLC,"3800 US Hwy 98 N, Lakeland, FL 33809, USA",Tutoring,(316) 900-2283,https://www.lakelandscholars.com/,5,3,28.0937664,-81.9778558,"establishment,point_of_interest,school",ChIJF2Pw_HlH3YgRtkRgqdX_WYI
Read Lakeland,"1628 Florida Ave S, Lakeland, FL 33803, USA",Tutoring,(863) 802-1512,http://readlakeland.com/,5,1,28.0230523,-81.9568645,"establishment,point_of_interest",ChIJV5aOh9M43YgR_JaCXITPLT0
Sheri's Learning Thru Love,"2302 Haywood St, Lakeland, FL 33801, USA",Tutoring,(863) 583-4977,http://sherislearningthrulove.net/,4.9,40,28.033094,-81.9118699,"establishment,point_of_interest,school",ChIJ2dCM5A8_3YgRLC_jCjh1DjI
The Tutoring Tree,"216 Lake Harris Dr, Lakeland, FL 33813, USA",Tutoring,(863) 640-4064,,5,3,27.9707772,-81.9608074,"establishment,point_of_interest,school",ChIJSxSAYFY53YgRyDsTt4qjVnA
Covalent Learning Center (CovLC),"502 E Main St, Lakeland, FL 33801, USA",Tutoring,(866) 965-0238,,0,0,28.0455169,-81.95287069999999,"establishment,point_of_interest",ChIJH46VUEs_3YgRrmgMLTUMAlU
WOT,"114 N Tennessee Ave Suite #300, Lakeland, FL 33801, USA",Tutoring,(863) 877-2177,https://www.buildingnb.com/contact,0,0,28.0445064,-81.9565075,"establishment,point_of_interest",ChIJVVWFXrQ43YgRPX8v47nYD3w
SO4S Tutoring Center,"1027 Co Rd 540A #1, Lakeland, FL 33813, USA",Tutoring,(863) 904-5181,http://so4stutoring.com/,0,0,27.9531331,-81.9471279,"establishment,point_of_interest",ChIJhyl-pg483YgRFyifWlCYU1E
Exceptional Tutoring,"1505 Havendale Blvd NW, Winter Haven, FL 33881, USA",Tutoring,(863) 268-8963,http://www.exceptionaltutoring.org/,5,21,28.0448691,-81.7434423,"establishment,point_of_interest",ChIJ10TyI8AT3YgRMBNztFqZo2U
Education Empowered Learning Studio,"2389 EF Griffin Rd, Bartow, FL 33830, USA",Tutoring,(863) 345-0059,http://eduempowered.com/,5,6,27.9510968,-81.8707944,"establishment,point_of_interest",ChIJi4t2pF4T3YgR2D7VRaTBGVs
Primary Prep Tutoring,"1046 Krenson Woods Rd, Lakeland, FL 33813, USA",Tutoring,(863) 845-3376,,5,3,27.9690668,-81.9705913,"establishment,point_of_interest",ChIJB-o2fQ873YgRzDocVWJ9NAQ
Open Heaven Academy,"4626 Pipkin Rd S, Lakeland, FL 33811, USA",Tutoring,,,0,0,27.9808504,-81.9932759,"establishment,point_of_interest",ChIJVSexNhw53YgRJGxvDGyU7eU
Minds In Motion,"126 Horizon Ct, Lakeland, FL 33813, USA",Tutoring,(863) 647-0010,http://www.mindsinmotionfl.com/,4.8,21,27.9842948,-81.9558529,"establishment,point_of_interest",ChIJOSPWJFI53YgR_D2swJD_oiA
Kumon Math and Reading Center of Lakeland - Highlands,"5371 Florida Ave S, Lakeland, FL 33813, USA",Tutoring,(863) 333-6222,https://www.kumon.com/lakeland-highlands-fl/?utm_source=local&utm_medium=gmb&utm_campaign=Lakeland%20Highlands,4.3,7,27.9685,-81.96489,"establishment,point_of_interest",ChIJW8zbKv073YgRm5R_iX4tCKY
Early Childhood Learning Center,"3135 Airside Center Dr, Lakeland, FL 33811, USA",Learning Center,(863) 647-3322,http://www.polkids.com/,4,10,27.9766839,-82.0112702,"establishment,point_of_interest,school",ChIJ9zaEvok53YgRp1_hMWwAHnU
Doris A. Sanders Learning Center,"1201 Enchanted Dr, Lakeland, FL 33801, USA",Learning Center,(863) 499-2980,https://dorissanders.polkschoolsfl.com/,3.9,25,28.0595669,-81.9013817,"establishment,point_of_interest",ChIJAzQcooc_3YgRLc7oYEkZ1CE
Southside Learning Center Inc,"4820 Cleveland Heights Blvd, Lakeland, FL 33813, USA",Learning Center,(863) 646-5400,https://m.facebook.com/SouthsideLearningCenter/,3.8,16,27.9775068,-81.9482112,"establishment,point_of_interest,school",ChIJuWNFIKw-3YgRfcBvffozZYA
"Head of the Class Learning Center- private Prek,K-8","1836 Kathleen Rd, Lakeland, FL 33805, USA",Learning Center,(863) 682-4252,http://hclcschool.com/,0,0,28.0705772,-81.98476099999999,"establishment,point_of_interest,primary_school,school",ChIJN6twTHtH3YgRKlug6m3vA0U
Taylor Learning Center Inc,"827 White Ln, Lakeland, FL 33813, USA",Learning Center,(863) 647-9510,,4.2,26,27.9576029,-81.9703024,"establishment,point_of_interest,school",ChIJx7P7zug73YgRdHhRGbs9sZE
Alpha Kids Learning Center,"1013 Lakeshore Dr, Lakeland, FL 33805, USA",Learning Center,(863) 683-3629,,5,1,28.0557622,-81.94780469999999,"establishment,point_of_interest",ChIJwZOR31M_3YgRIm5afDc3Leg
Affordable Secure Storage Lakeland,"1925 George Jenkins Blvd, Lakeland, FL 33815, USA",Storage Facility,(863) 682-2988,https://sites.google.com/view/affordablsecurestoragelakeland/home,4.5,142,28.042775,-81.986839,"establishment,point_of_interest,storage",ChIJWRBgXI043YgR-WqxVnzJhjI
